"pos","rs_id","X3571428.500000","X357142.937500","X257030.656250","X184981.281250","X133128.375000","X95810.585938","X68953.507812","X49624.847656","X35714.292969","X25703.064453","X18498.126953","X13312.836914","X9581.057617","X6895.350098","X4962.484863","X3571.429199","X2570.306396","X1849.812622","X1331.283691","X958.105774","X689.534973","X496.248444","X357.142914","X257.030640","X184.981262","X133.128357","X95.810577","X68.953499","X49.624844","X35.714287","X0.000000","when_DAF_is_half","when_mutation_has_freq2","population"
13612026,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.39881,-5.37279,-6.19511,-5.80347,-4.60564,-3.44935,-2.95188,-2.22709,-2.0156,-2.02069,-1.94035,-1.81335,-1.89519,-1.21732,-1.0586,0,-1.8898,-6.18611,"PUR"
17537167,".",1,1,1,1,1,1,1,1,1,1,1,1,-6.69493,-6.69493,-6.02589,-5.35247,-4.87057,-4.28261,-3.69635,-3.25906,-2.82204,-2.40439,-2.2744,-1.93423,-1.76278,-1.42476,-1.24266,-1.00095,-0.762428,-0.611813,0,-1.7769,-7.17204,"PUR"
17780632,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.47478,-5.33382,-4.66565,-3.93302,-3.42508,-3.03679,-2.36637,-2.07538,-1.79863,-1.3638,-1.12753,-0.961547,-0.800038,-0.645516,-0.467032,-0.337914,0,-1.47375,-6.47478,"PUR"
17797813,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.76094,-6.58002,-6.89372,-6.5954,-4.62532,-4.17226,-3.17842,-2.36752,-2.19784,-1.78419,-1.90251,-1.26985,-0.88883,-0.915066,0,-1.47833,-7.43177,"PUR"
18887267,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.69778,-7.15727,-6.79307,-5.24371,-5.04062,-3.51498,-2.77397,-2.84256,-2.48386,-2.34528,-1.44709,-0.930395,-0.60598,-0.589713,-0.254663,-0.105772,0,-0.84226,-6.69778,"PUR"
18887973,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.14172,-4.27067,-4.05208,-2.01757,-1.59411,-1.3042,-1.6513,-1.24556,-0.721146,-0.30301,-0.16463,-0.144116,-0.0736168,0,-0.508938,-6.6764,"PUR"
18912154,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.22284,-6.39491,-5.5653,-3.32431,-2.9988,-3.00214,-2.59564,-2.29229,-2.15623,-1.53014,-1.17722,-0.952697,-0.923309,-0.288772,0,-1.50448,-8.22284,"PUR"
18921069,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.10307,-5.23121,-3.11354,-2.83222,-2.85334,-2.5538,-2.52063,-1.60976,-0.961732,-0.44395,-0.245154,-0.146207,-0.490536,0,-0.448457,-7.53479,"PUR"
18953009,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.22252,-5.6016,-5.59035,-3.95218,-3.85502,-3.69378,-3.01832,-3.45263,-2.12133,-1.62889,-1.57539,-1.43718,-0.883684,-0.459177,0,-1.514,-6.90881,"PUR"
19174603,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.09945,-4.46828,-3.61282,-3.02662,-2.23382,-1.81891,-1.40191,-1.12164,-0.987475,-1.07957,-0.695585,-0.505705,-0.674729,-0.446722,-0.396869,-0.254605,0,-0.909971,-6.04764,"PUR"
19252812,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.45671,-6.70639,-6.70639,-6.96642,-5.24463,-4.09345,-5.17847,-4.97545,-3.21741,-3.06279,-2.01863,-1.83181,-1.37844,-1.0709,-0.476482,-0.598191,0,-1.59795,-6.45671,"PUR"
19336502,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.45671,-4.90633,-4.503,-3.28198,-2.59376,-2.61474,-3.00715,-2.56941,-1.69573,-1.46813,-1.37844,-0.736766,-0.621995,-0.802302,0,-1.25408,-6.45671,"PUR"
19487528,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.38231,-7.42592,-6.0254,-4.18978,-2.53948,-1.59781,-0.92434,-0.552279,-0.2497,-0.38115,-0.828833,-0.771953,-0.324314,-0.218049,0,-1.25408,-8.38231,"PUR"
19579138,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.04764,-6.9137,-6.05752,-5.43312,-4.03327,-3.07549,-2.64092,-2.15837,-2.42313,-1.61081,-1.32347,-0.946132,-0.736584,-0.544249,-0.374707,-0.169206,-0.104972,0,-0.909971,-6.04764,"PUR"
20620903,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.19672,-4.34105,-3.0912,-1.92119,-0.963744,-1.05235,-0.915881,-0.941475,-0.492246,-0.524011,-0.185519,-0.171284,-0.0710128,0,-0.627226,-6.3708,"PUR"
21637212,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.56976,-4.88865,-3.71605,-2.70942,-2.06011,-1.79121,-1.83159,-1.30386,-0.520849,-0.461006,-0.607252,-0.583561,0,-0.48755,-6.56976,"PUR"
22269803,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24217,-6.07069,-4.49274,-2.75198,-3.43763,-2.32577,-1.39509,-1.36616,-1.02701,-0.595096,-0.594456,-0.339995,-0.125892,-0.00933269,0,-0.522626,-8.02285,"PUR"
23031501,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.57439,-4.62585,-3.64056,-2.77184,-2.98406,-1.70237,-1.22215,-1.06924,-0.800623,-0.280321,-0.301873,-0.0596595,-0.023181,0,-0.520197,-6.00327,"PUR"
23055249,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.73596,-3.83839,-2.72426,-2.68646,-2.58353,-1.71238,-1.10374,-0.599593,-0.692616,-0.501889,-0.371864,-0.266739,-0.286633,0,-0.553548,-6.09914,"PUR"
23167783,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.38277,-5.77403,-5.07692,-4.71641,-4.14355,-2.9559,-2.42217,-3.15845,-3.87803,-3.38609,-2.84656,-2.52232,-2.26054,-1.79618,-1.4172,-1.03802,0,-2.86027,-7.38277,"PUR"
24393997,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.17674,-3.32083,-2.78803,-2.6982,-2.90463,-2.04881,-0.72481,-0.425422,-0.481197,-0.321476,0,-0.735828,-6.2629,"PUR"
27876043,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.4337,-5.71658,-4.05566,-2.25734,-1.63313,-1.67125,-1.38002,-1.08893,-1.05434,-0.724977,-0.523307,-0.391079,-1.06274,0,-0.71097,-7.80231,"PUR"
27878530,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.4337,-5.71658,-4.05566,-2.25734,-1.63313,-1.67125,-1.38002,-1.08893,-1.05434,-0.724977,-0.523307,-0.391079,-1.06274,0,-0.71097,-7.80231,"PUR"
27884759,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.4337,-5.71658,-4.05566,-2.25734,-1.63313,-1.67125,-1.38002,-1.08893,-1.05434,-0.724977,-0.523307,-0.391079,-1.06274,0,-0.71097,-7.80231,"PUR"
27919330,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.94809,-3.47203,-4.44922,-4.18745,-2.84974,-2.49745,-1.91532,-1.39231,-1.24489,-1.24229,-1.05798,-0.549624,-0.242207,0,-1.14544,-6.17168,"PUR"
32981491,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.887,-3.62139,-3.1487,-2.35202,-2.9988,-2.71078,-3.85856,-2.70809,-2.24899,-1.53014,-0.865982,-0.507957,-0.282232,-0.292209,0,-1.06024,-6.19308,"PUR"
32983587,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.887,-3.62139,-3.1487,-2.35202,-2.9988,-2.71078,-3.85856,-2.70809,-2.24899,-1.53014,-0.865982,-0.507957,-0.282232,-0.292209,0,-1.06024,-6.19308,"PUR"
35774819,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.05611,-5.43662,-4.54207,-3.8942,-4.20997,-4.14543,-2.49747,-1.65677,-1.73439,-2.31134,-1.61412,-2.17528,-2.14115,-2.4072,-1.71318,-1.55092,0,-2.85403,-6.05611,"PUR"
35934952,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.17897,-6.16913,-5.59492,-4.75425,-2.59492,-2.39792,-1.30005,-1.87926,-1.12606,-1.05649,-0.739659,-0.342124,0,-0.949653,-7.05592,"PUR"
35988436,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.55191,-3.65842,-2.86203,-2.3381,-1.04079,-0.922902,-1.07606,-0.79855,-0.75095,-0.282807,-0.254663,-0.266703,-0.521821,0,-0.589802,-6.56465,"PUR"
36015526,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.08613,-4.89579,-3.16942,-1.7855,-2.25801,-2.13195,-1.38642,-1.56708,-1.2912,-1.08095,-0.622698,-0.828491,-0.656128,0,-0.821119,-6.73511,"PUR"
36433641,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.67175,-4.51097,-3.02009,-3.22511,-2.55894,-2.63685,-2.4493,-2.20737,-1.73462,-1.75688,-1.25555,-1.39316,-0.937075,0,-1.49045,-6.66747,"PUR"
36509321,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.44965,-5.67005,-4.12658,-3.72395,-2.82869,-3.33958,-2.77321,-2.15972,-2.70816,-2.08705,-1.92697,-1.83173,-1.38817,-0.803631,0,-2.15406,-6.44965,"PUR"
37367817,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.40646,-6.40646,-5.71351,-4.91008,-3.83223,-2.95035,-1.95478,-2.39101,-2.6476,-3.10835,-2.52134,-2.65465,-1.81391,-1.07809,-1.52062,-1.18656,0,-1.3093,-6.40646,"PUR"
37379433,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.67637,-5.09044,-4.1783,-3.14163,-4.28814,-5.29535,-4.46274,-3.30306,-3.7738,-2.5312,-2.3409,-1.73107,-1.45048,-1.30127,-1.49215,0,-1.83019,-6.40646,"PUR"
37384089,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.67637,-5.09044,-4.1783,-3.14163,-4.28814,-5.29535,-4.46274,-3.30306,-3.7738,-2.5312,-2.3409,-1.73107,-1.45048,-1.30127,-1.49215,0,-1.83019,-6.40646,"PUR"
37879897,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.37782,-5.55401,-5.33193,-4.63775,-3.7786,-3.59647,-3.6446,-3.28492,-2.46229,-2.2699,-2.12385,-1.55918,-1.56538,-1.02311,-0.899613,0,-1.88919,-6.05657,"PUR"
38562961,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.62372,-5.23038,-4.41568,-3.17387,-3.19734,-2.87083,-2.47088,-2.38562,-2.69058,-2.03804,-1.50126,-1.18611,-0.940487,-0.92679,0,-2.29076,-7.76867,"PUR"
40196763,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.11224,-5.26761,-5.26761,-5.26761,-4.40139,-3.77898,-2.68027,-3.35084,-3.18539,-2.09197,-3.6336,-2.86515,-2.70721,-2.00625,-2.10595,-1.55095,-1.26798,0,-2.89856,-6.69916,"PUR"
40806045,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.40757,-5.43118,-4.41566,-3.47863,-2.17545,-1.95398,-2.25795,-1.95906,-1.15716,-0.928081,-0.690624,-0.512639,-0.298028,-0.380301,-1.45998,0,-1.05199,-6.05611,"PUR"
40806228,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.40757,-5.43118,-4.41566,-3.47863,-2.17545,-1.95398,-2.25795,-1.95906,-1.15716,-0.928081,-0.690624,-0.512639,-0.298028,-0.380301,-1.45998,0,-1.05199,-6.05611,"PUR"
41969448,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.27705,-5.59562,-4.73939,-5.43904,-4.04034,-3.37059,-3.0445,-3.07718,-2.48565,-1.75618,-1.8402,-1.62474,-1.1423,-0.811202,-0.953134,0,-1.87465,-6.27705,"PUR"
41978128,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.27705,-5.59562,-4.73939,-5.43904,-4.04034,-3.37059,-3.0445,-3.07718,-2.48565,-1.75618,-1.8402,-1.62474,-1.1423,-0.811202,-0.953134,0,-1.87465,-6.27705,"PUR"
41981531,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.27705,-5.59562,-4.73939,-5.43904,-4.04034,-3.37059,-3.0445,-3.07718,-2.48565,-1.75618,-1.8402,-1.62474,-1.1423,-0.811202,-0.953134,0,-1.87465,-6.27705,"PUR"
41982635,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.27705,-5.59562,-4.73939,-5.43904,-4.04034,-3.37059,-3.0445,-3.07718,-2.48565,-1.75618,-1.8402,-1.62474,-1.1423,-0.811202,-0.953134,0,-1.87465,-6.27705,"PUR"
49643078,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.41997,-6.41997,-6.41997,-4.66563,-4.30887,-3.74355,-2.94847,-4.44028,-3.91445,-3.24676,-2.66621,-2.30137,-1.91649,-1.36968,-1.08348,-0.758478,-1.16587,0,-2.34964,-6.95861,"PUR"
49649760,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.8908,-8.20329,-5.42999,-4.71375,-4.0114,-4.10868,-3.93513,-3.0836,-2.46952,-2.01145,-1.46998,-0.926841,-1.24086,-0.941557,-1.1639,0,-1.47978,-8.03971,"PUR"
49653478,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.8908,-8.20329,-5.42999,-4.71375,-4.0114,-4.10868,-3.93513,-3.0836,-2.46952,-2.01145,-1.46998,-0.926841,-1.24086,-0.941557,-1.1639,0,-1.47978,-8.03971,"PUR"
49694563,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.8469,-6.05752,-8.13169,-7.15727,-5.9404,-5.28627,-4.55017,-3.80396,-2.76176,-1.96753,-1.51965,-1.22843,-1.02333,-1.37667,-1.21147,-0.93536,0,-1.90894,-6.30906,"PUR"
49703123,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.75829,-6.20005,-7.04225,-5.60719,-4.4122,-3.46238,-2.62878,-2.3502,-2.71943,-2.37427,-1.80798,-2.33224,-2.06975,-1.48655,0,-3.17315,-9.05089,"PUR"
49936024,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.20381,-5.09109,-4.57703,-3.83761,-3.45583,-2.64611,-1.87739,-2.12182,-2.3469,-1.82981,-1.31312,-1.05774,-0.709761,-0.446392,-0.696616,-0.770223,0,-0.90804,-6.20381,"PUR"
49978554,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.9475,-5.24987,-3.99896,-3.70137,-3.31037,-3.25137,-3.44345,-2.51201,-2.30601,-1.70403,-1.17504,-1.26022,-0.985961,-1.1777,0,-1.79838,-6.05611,"PUR"
49979268,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.9475,-5.24987,-3.99896,-3.70137,-3.31037,-3.25137,-3.44345,-2.51201,-2.30601,-1.70403,-1.17504,-1.26022,-0.985961,-1.1777,0,-1.79838,-6.05611,"PUR"
49994161,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.12163,-7.32791,-6.38429,-6.30694,-4.91692,-3.84995,-2.66368,-2.03322,-1.65054,-0.937316,-0.933064,-0.550976,-0.576417,0,-1.3914,-8.12163,"PUR"
50508505,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-5.50882,-4.67584,-3.8272,-3.22256,-2.17166,-1.66093,-2.19967,-2.28064,-2.14033,-1.51307,-1.6166,-1.10302,-0.793918,-0.860412,-0.532088,-0.638345,0,-1.07776,-6.08994,"PUR"
50511192,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24815,-5.51896,-4.44133,-5.05999,-4.11872,-2.68212,-1.99958,-1.68241,-1.50252,-1.19724,-1.04486,-1.18616,-1.35859,-0.961216,-0.573617,0,-1.71311,-7.24815,"PUR"
50525200,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24815,-5.51896,-4.44133,-5.05999,-4.11872,-2.68212,-1.99958,-1.68241,-1.50252,-1.19724,-1.04486,-1.18616,-1.35859,-0.961216,-0.573617,0,-1.71311,-7.24815,"PUR"
50546575,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24815,-5.51896,-4.44133,-5.05999,-4.11872,-2.68212,-1.99958,-1.68241,-1.50252,-1.19724,-1.04486,-1.18616,-1.35859,-0.961216,-0.573617,0,-1.71311,-7.24815,"PUR"
50745154,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24819,-6.5557,-7.68579,-6.63081,-5.12648,-3.14877,-2.36389,-2.54511,-3.37636,-2.42754,-1.92044,-1.91321,-1.49672,-1.06366,-0.471593,0,-1.61183,-7.24819,"PUR"
50752224,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.24819,-6.5557,-7.68579,-6.63081,-5.12648,-3.14877,-2.36389,-2.54511,-3.37636,-2.42754,-1.92044,-1.91321,-1.49672,-1.06366,-0.471593,0,-1.61183,-7.24819,"PUR"
50785333,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.75121,-7.04227,-6.07731,-4.85166,-4.27629,-3.17526,-2.39544,-2.48558,-2.72517,-2.1257,-1.61935,-1.1301,-0.815501,-0.654021,-0.608299,0,-1.31763,-6.75121,"PUR"
50998131,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.60072,-5.42189,-5.72606,-5.95896,-5.20639,-4.04434,-2.31348,-1.9264,-1.51702,-0.88444,-0.491968,-0.310559,-0.728075,-0.347207,-0.0880293,0,-0.833628,-6.60072,"PUR"
51025860,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.5736,-7.82951,-6.8898,-5.73758,-4.71578,-4.5396,-3.24927,-2.00174,-1.52173,-0.793707,-0.504406,-0.653264,-0.34232,-0.391056,-0.27965,0,-0.610428,-7.5736,"PUR"
51026331,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08878,-6.4754,-5.9333,-4.99526,-4.09008,-3.93382,-2.78927,-1.68798,-1.26809,-0.640366,-0.396872,-0.538265,-0.273331,-0.324299,-0.232304,0,-0.535215,-6.75121,"PUR"
52251419,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.48508,-4.67406,-2.93629,-2.18598,-1.02194,-0.937396,-0.609364,-0.809312,-0.829285,-0.462682,-0.481017,-0.330149,-0.189078,0,-0.597433,-6.27227,"PUR"
52256843,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.51896,-4.75803,-3.30279,-3.63921,-1.8301,-2.1656,-1.65952,-1.05095,-1.0002,-0.72563,-0.598451,-0.430247,-0.298825,0,-0.803287,-6.31867,"PUR"
52276690,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.11224,-4.40139,-3.96751,-2.5772,-1.65698,-0.906855,-1.07031,-0.84965,-0.577309,-0.715619,-0.725971,-0.821514,-0.67779,-0.310872,0,-1.01108,-6.69916,"PUR"
52285189,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.51896,-4.75803,-3.30279,-3.63921,-1.8301,-2.1656,-1.65952,-1.05095,-1.0002,-0.72563,-0.598451,-0.430247,-0.298825,0,-0.803287,-6.31867,"PUR"
52298913,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.11224,-4.40139,-3.96751,-2.5772,-1.65698,-0.906855,-1.07031,-0.84965,-0.577309,-0.715619,-0.725971,-0.821514,-0.67779,-0.310872,0,-1.01108,-6.69916,"PUR"
54171885,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.8896,-4.18782,-3.39843,-4.35508,-3.11356,-2.06243,-1.31973,-1.82032,-1.01301,-0.598252,-0.290046,-0.304262,-0.297371,0,-1.19863,-6.18611,"PUR"
54172269,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.8896,-4.18782,-3.39843,-4.35508,-3.11356,-2.06243,-1.31973,-1.82032,-1.01301,-0.598252,-0.290046,-0.304262,-0.297371,0,-1.19863,-6.18611,"PUR"
63406367,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.15069,-5.14359,-4.88627,-3.1216,-2.2449,-1.55627,-1.08286,-0.742537,-0.791571,-1.06583,-0.880406,-0.595965,-0.378294,-0.207868,-0.136971,0,-1.10195,-7.20722,"PUR"
63407233,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.30906,-5.77406,-4.04193,-3.02709,-3.02709,-2.3027,-1.91044,-1.34171,-0.91998,-0.621603,-0.406947,-0.273779,-0.146935,-0.100026,-0.166387,-0.0762805,0,-0.420302,-6.30906,"PUR"
65947255,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.06726,-5.58221,-4.07965,-4.07934,-3.47519,-3.43131,-2.89027,-1.86794,-1.59995,-1.34462,-0.91891,-0.511854,-0.221544,-0.11242,0,-1.12189,-8.06726,"PUR"
65947430,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.06726,-5.58221,-4.07965,-4.07934,-3.47519,-3.43131,-2.89027,-1.86794,-1.59995,-1.34462,-0.91891,-0.511854,-0.221544,-0.11242,0,-1.12189,-8.06726,"PUR"
69030197,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.04764,-6.04764,-5.09945,-3.99318,-3.99318,-3.02662,-2.23382,-3.34644,-2.54328,-2.09804,-1.46111,-0.971814,-0.63552,-0.402545,-0.223251,-0.131101,-0.0632165,0,-0.909971,-6.04764,"PUR"
72055675,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.9801,-3.33902,-2.36116,-1.99809,-1.71344,-1.56333,-1.3555,-1.27097,-1.1975,-1.064,-1.11128,-0.965241,0,-1.23355,-6.78177,"PUR"
73181546,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.92846,-4.98053,-4.20468,-2.34136,-1.86214,-0.834929,-1.35671,-1.32319,-0.944066,-0.516703,-0.644113,-0.582621,0,-1.26757,-6.90137,"PUR"
73269591,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.82684,-4.35269,-4.1232,-2.25412,-1.00745,-0.532623,-0.462917,-0.321967,-0.226445,-0.186337,-0.0518052,-0.0301295,0,-0.338487,-6.58597,"PUR"
73295093,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.59884,-4.93454,-4.09288,-2.4674,-1.89626,-0.645829,-0.728787,-0.476945,-0.544557,-0.555551,-0.652298,-0.297655,0,-0.558637,-7.00485,"PUR"
73336468,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.42165,-6.47234,-7.04936,-3.65826,-2.09454,-2.05769,-1.45605,-0.864055,-0.501551,-0.539169,-0.333783,-0.177505,-0.151919,0,-0.468262,-7.98093,"PUR"
74349044,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.07608,-3.32914,-2.89068,-1.85461,-1.09815,-1.18579,-0.774386,-1.06288,-0.983974,-1.13002,-0.861607,-0.386945,0,-1.21254,-6.07608,"PUR"
75966918,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.95154,-3.81759,-2.16545,-1.78396,-1.03924,-0.946789,-0.951471,-0.398981,-0.267292,-0.227715,-0.234325,-0.247814,-0.262218,0,-0.337638,-6.88902,"PUR"
85393486,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.50251,-7.50742,-5.88131,-3.96505,-3.61196,-3.98859,-3.7539,-2.5623,-2.55321,-1.86535,-0.985089,-0.773821,-1.1458,-0.742059,0,-1.03199,-6.05657,"PUR"
87927008,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.31867,-5.14141,-5.5404,-5.5339,-4.84681,-3.10088,-1.90798,-1.21426,-0.689907,-0.473081,-0.688332,-0.662518,-0.90199,-0.466049,-0.279497,0,-0.803287,-6.31867,"PUR"
87973407,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.07069,-3.42737,-3.1009,-2.68764,-2.07971,-1.39509,-0.727074,-0.487347,-0.521125,-0.762105,-0.726068,-0.498365,-0.374079,0,-0.857664,-6.48007,"PUR"
88280605,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.00018,-3.92314,-3.40931,-3.70878,-2.90696,-3.47189,-2.32506,-2.0445,-1.67243,-0.920912,-0.952035,-0.70298,-0.542672,-0.334251,0,-1.24792,-6.31294,"PUR"
88598809,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.4754,-6.91252,-6.46926,-4.89352,-3.93382,-3.11626,-2.52005,-2.0288,-1.55968,-1.45953,-0.93981,-0.538265,-0.224952,-0.0951321,-0.0163331,0,-0.535215,-6.75121,"PUR"
88599248,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.4754,-6.91252,-6.46926,-4.89352,-3.93382,-3.11626,-2.52005,-2.0288,-1.55968,-1.45953,-0.93981,-0.538265,-0.224952,-0.0951321,-0.0163331,0,-0.535215,-6.75121,"PUR"
88611481,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-5.56116,-5.99886,-5.99886,-6.07731,-7.12717,-4.79532,-3.93382,-3.34362,-2.8033,-2.48558,-2.24427,-1.45953,-0.861971,-0.508582,-0.650178,-0.232304,-0.20753,0,-0.745476,-6.75121,"PUR"
88613765,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-5.56116,-5.99886,-5.99886,-6.07731,-7.12717,-4.79532,-3.93382,-3.34362,-2.8033,-2.48558,-2.24427,-1.45953,-0.861971,-0.508582,-0.650178,-0.232304,-0.20753,0,-0.745476,-6.75121,"PUR"
88614519,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-5.56116,-5.99886,-5.99886,-6.07731,-7.12717,-4.79532,-3.93382,-3.34362,-2.8033,-2.48558,-2.24427,-1.45953,-0.861971,-0.508582,-0.650178,-0.232304,-0.20753,0,-0.745476,-6.75121,"PUR"
88615079,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-5.56116,-5.99886,-5.99886,-6.07731,-7.12717,-4.79532,-3.93382,-3.34362,-2.8033,-2.48558,-2.24427,-1.45953,-0.861971,-0.508582,-0.650178,-0.232304,-0.20753,0,-0.745476,-6.75121,"PUR"
88621924,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.75121,-5.12084,-6.46926,-8.34409,-8.86517,-7.04619,-4.95469,-4.97692,-4.07941,-3.13791,-2.40284,-1.86612,-1.31612,-0.81443,-0.409203,-0.216485,-0.263133,0,-1.0046,-6.75121,"PUR"
88623464,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.75121,-5.12084,-6.46926,-8.34409,-8.86517,-7.04619,-4.95469,-4.97692,-4.07941,-3.13791,-2.40284,-1.86612,-1.31612,-0.81443,-0.409203,-0.216485,-0.263133,0,-1.0046,-6.75121,"PUR"
